dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,250.923340,222.929403,150.397673,18.466421,-11.561916,0.000000,6.210518
0.020000,251.289410,222.903075,150.764689,18.235183,-11.561916,-0.000000,6.212260
0.020000,251.650912,222.877703,151.127080,18.003944,-11.561916,0.000000,6.213968
0.020000,252.007842,222.853259,151.484847,17.772706,-11.561916,0.000000,6.215645
0.020000,252.360198,222.829716,151.837988,17.541468,-11.561916,0.000000,6.217289
0.020000,252.707977,222.807047,152.186505,17.310230,-11.561916,0.000000,6.218901
0.020000,253.051177,222.785227,152.530397,17.078991,-11.561916,0.000000,6.220483
0.020000,253.389794,222.764231,152.869665,16.847753,-11.561916,0.000000,6.222033
0.020000,253.723826,222.744034,153.204308,16.616515,-11.561916,0.000000,6.223554
0.020000,254.053272,222.724611,153.534325,16.385276,-11.561916,0.000000,6.225044
0.020000,254.378129,222.705941,153.859719,16.154038,-11.561916,0.000000,6.226504
0.020000,254.698395,222.687998,154.180487,15.922800,-11.561916,-0.000000,6.227936
0.020000,255.014069,222.670762,154.496631,15.691561,-11.561916,0.000000,6.229338
0.020000,255.325147,222.654210,154.808149,15.460323,-11.561916,0.000000,6.230712
0.020000,255.631630,222.638319,155.115044,15.229085,-11.561916,0.000000,6.232057
0.020000,255.933514,222.623071,155.417313,14.997846,-11.561916,-0.000000,6.233375
0.020000,256.230799,222.608443,155.714957,14.766608,-11.561916,0.000000,6.234665
0.020000,256.523483,222.594416,156.007977,14.535370,-11.561916,0.000000,6.235928
0.020000,256.811564,222.580971,156.296372,14.304131,-11.561916,-0.000000,6.237164
0.020000,257.095042,222.568088,156.580142,14.072893,-11.561916,0.000000,6.238374
0.020000,257.373915,222.555748,156.859288,13.841655,-11.561916,0.000000,6.239557
0.020000,257.648181,222.543934,157.133809,13.610417,-11.561916,-0.000000,6.240715
0.020000,257.917840,222.532628,157.403705,13.379178,-11.561916,0.000000,6.241847
0.020000,258.182891,222.521812,157.668976,13.147940,-11.561916,0.000000,6.242954
0.020000,258.443332,222.511469,157.929622,12.916702,-11.561916,-0.000000,6.244036
0.020000,258.699162,222.501584,158.185644,12.685463,-11.561916,0.000000,6.245093
0.020000,258.950382,222.492140,158.437041,12.454225,-11.561916,0.000000,6.246126
0.020000,259.196989,222.483122,158.683813,12.222987,-11.561916,0.000000,6.247135
0.020000,259.438983,222.474513,158.925960,11.991748,-11.561916,-0.000000,6.248120
0.020000,259.676364,222.466300,159.163483,11.760510,-11.561916,0.000000,6.249082
0.020000,259.909130,222.458468,159.396381,11.529272,-11.561916,0.000000,6.250020
0.020000,260.137281,222.451004,159.624654,11.298033,-11.561916,-0.000000,6.250935
0.020000,260.360816,222.443892,159.848302,11.066795,-11.561916,0.000000,6.251828
0.020000,260.579735,222.437120,160.067325,10.835557,-11.561916,0.000000,6.252698
0.020000,260.794037,222.430676,160.281724,10.604318,-11.561916,-0.000000,6.253546
0.020000,261.003721,222.424546,160.491498,10.373080,-11.561916,0.000000,6.254372
0.020000,261.208788,222.418719,160.696647,10.141842,-11.561916,0.000000,6.255177
0.020000,261.409236,222.413181,160.897172,9.910604,-11.561916,-0.000000,6.255960
0.020000,261.605065,222.407923,161.093072,9.679365,-11.561916,0.000000,6.256721
0.020000,261.796274,222.402933,161.284346,9.448127,-11.561916,0.000000,6.257462
0.020000,261.982865,222.398199,161.470997,9.216889,-11.561916,-0.000000,6.258182
0.020000,262.164835,222.393712,161.653022,8.985650,-11.561916,0.000000,6.258881
0.020000,262.342184,222.389461,161.830423,8.754412,-11.561916,-0.000000,6.259560
0.020000,262.514913,222.385437,162.003198,8.523174,-11.561916,0.000000,6.260219
0.020000,262.683026,222.381629,162.171354,8.292383,-11.539557,1.117942,6.260858
0.020000,262.846557,222.378028,162.334925,8.064759,-11.381174,7.919120,6.261477
0.020000,263.005572,222.374623,162.493976,7.840303,-11.222792,7.919120,6.262077
0.020000,263.160131,222.371405,162.648569,7.619015,-11.064410,7.919120,6.262658
0.020000,263.310300,222.368364,162.798768,7.400894,-10.906027,7.919120,6.263221
0.020000,263.456140,222.365492,162.944637,7.185942,-10.747645,7.919120,6.263765
0.020000,263.597715,222.362780,163.086238,6.974156,-10.589262,7.919120,6.264293
0.020000,263.735088,222.360219,163.223635,6.765539,-10.430880,7.919120,6.264803
0.020000,263.868322,222.357802,163.356891,6.560089,-10.272498,7.919120,6.265296
0.020000,263.997481,222.355522,163.486070,6.357806,-10.114115,7.919120,6.265772
0.020000,264.122628,222.353372,163.611235,6.158692,-9.955733,7.919120,6.266233
0.020000,264.243825,222.351344,163.732449,5.962745,-9.797350,7.919120,6.266678
0.020000,264.361136,222.349432,163.849776,5.769965,-9.638968,7.919120,6.267107
0.020000,264.474625,222.347631,163.963279,5.580354,-9.480586,7.919120,6.267521
0.020000,264.584355,222.345934,164.073022,5.393910,-9.322203,7.919120,6.267921
0.020000,264.690388,222.344336,164.179068,5.210633,-9.163821,7.919120,6.268306
0.020000,264.792789,222.342831,164.281479,5.030524,-9.005438,7.919120,6.268677
0.020000,264.891620,222.341415,164.380320,4.853583,-8.847056,7.919120,6.269034
0.020000,264.986944,222.340082,164.475654,4.679810,-8.688673,7.919120,6.269378
0.020000,265.078826,222.338829,164.567544,4.509204,-8.530291,7.919120,6.269709
0.020000,265.167328,222.337650,164.656054,4.341766,-8.371909,7.919120,6.270027
0.020000,265.252513,222.336542,164.741247,4.177495,-8.213526,7.919120,6.270332
0.020000,265.334445,222.335501,164.823185,4.016393,-8.055144,7.919120,6.270626
0.020000,265.413188,222.334523,164.901934,3.858457,-7.896761,7.919120,6.270907
0.020000,265.488804,222.333605,164.977555,3.703690,-7.738379,7.919120,6.271177
0.020000,265.561356,222.332743,165.050113,3.552090,-7.579997,7.919120,6.271435
0.020000,265.630909,222.331934,165.119671,3.403657,-7.421614,7.919120,6.271682
0.020000,265.697525,222.331176,165.186291,3.258393,-7.263232,7.919120,6.271918
0.020000,265.761268,222.330465,165.250038,3.116296,-7.104849,7.919120,6.272144
0.020000,265.822201,222.329798,165.310975,2.977367,-6.946467,7.919120,6.272360
0.020000,265.880388,222.329174,165.369164,2.841605,-6.788085,7.919120,6.272566
0.020000,265.935891,222.328590,165.424671,2.709011,-6.629702,7.919120,6.272761
0.020000,265.988774,222.328044,165.477557,2.579584,-6.471320,7.919120,6.272948
0.020000,266.039100,222.327533,165.527886,2.453326,-6.312937,7.919120,6.273125
0.020000,266.086934,222.327056,165.575721,2.330235,-6.154555,7.919120,6.273293
0.020000,266.132337,222.326611,165.621127,2.210311,-5.996173,7.919120,6.273453
0.020000,266.175373,222.326195,165.664165,2.093555,-5.837790,7.919120,6.273604
0.020000,266.216107,222.325808,165.704901,1.979967,-5.679408,7.919120,6.273746
0.020000,266.254600,222.325447,165.743396,1.869547,-5.521025,7.919120,6.273881
0.020000,266.290917,222.325111,165.779714,1.762294,-5.362643,7.919120,6.274008
0.020000,266.325121,222.324799,165.813919,1.658209,-5.204261,7.919120,6.274128
0.020000,266.357275,222.324510,165.846074,1.557291,-5.045878,7.919120,6.274240
0.020000,266.387442,222.324242,165.876242,1.459541,-4.887496,7.919120,6.274345
0.020000,266.415685,222.323993,165.904487,1.364959,-4.729113,7.919120,6.274444
0.020000,266.442070,222.323764,165.930873,1.273544,-4.570731,7.919120,6.274536
0.020000,266.466657,222.323552,165.955461,1.185297,-4.412349,7.919120,6.274622
0.020000,266.489511,222.323357,165.978316,1.100218,-4.253966,7.919120,6.274701
0.020000,266.510696,222.323179,165.999501,1.018306,-4.095584,7.919120,6.274775
0.020000,266.530274,222.323015,166.019080,0.939562,-3.937201,7.919120,6.274843
0.020000,266.548309,222.322865,166.037115,0.863986,-3.778819,7.919120,6.274906
0.020000,266.564864,222.322728,166.053671,0.791577,-3.620436,7.919120,6.274963
0.020000,266.580002,222.322604,166.068810,0.722336,-3.462054,7.919120,6.275016
0.020000,266.593788,222.322492,166.082596,0.656263,-3.303672,7.919120,6.275064
0.020000,266.606284,222.322390,166.095092,0.593357,-3.145289,7.919120,6.275107
0.020000,266.617553,222.322300,166.106362,0.533619,-2.986907,7.919120,6.275146
0.020000,266.627659,222.322219,166.116469,0.477048,-2.828524,7.919120,6.275181
0.020000,266.636666,222.322147,166.125476,0.423645,-2.670142,7.919120,6.275213
0.020000,266.644636,222.322083,166.133446,0.373410,-2.511760,7.919120,6.275240
0.020000,266.651634,222.322028,166.140444,0.326343,-2.353377,7.919120,6.275265
0.020000,266.657721,222.321980,166.146532,0.282443,-2.194995,7.919120,6.275286
0.020000,266.662963,222.321938,166.151773,0.241710,-2.036612,7.919120,6.275304
0.020000,266.667421,222.321903,166.156232,0.204146,-1.878230,7.919120,6.275319
0.020000,266.671160,222.321874,166.159971,0.169749,-1.719848,7.919120,6.275332
0.020000,266.674243,222.321849,166.163053,0.138520,-1.561465,7.919120,6.275343
0.020000,266.676732,222.321830,166.165543,0.110458,-1.403083,7.919120,6.275352
0.020000,266.678692,222.321815,166.167503,0.085564,-1.244700,7.919120,6.275358
0.020000,266.680186,222.321803,166.168997,0.063838,-1.086318,7.919120,6.275364
0.020000,266.681278,222.321794,166.170089,0.045279,-0.927936,7.919120,6.275367
0.020000,266.682029,222.321789,166.170840,0.029888,-0.769553,7.919120,6.275370
0.020000,266.682505,222.321785,166.171316,0.017664,-0.611171,7.919120,6.275372
0.020000,266.682767,222.321783,166.171579,0.008609,-0.452788,7.919120,6.275372
0.020000,266.682881,222.321782,166.171692,0.002720,-0.294406,7.919120,6.275373
0.020000,266.682908,222.321782,166.171719,0.000000,-0.136024,7.919120,6.275373
0.020000,266.682908,222.321782,166.171719,0.000000,0.000000,6.801179,6.275373
