dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,251.445175,234.923480,150.752518,17.728392,-10.541027,-0.635663,6.208744
0.020000,251.794574,234.897734,151.102864,17.517320,-10.553593,-0.628336,6.210518
0.020000,252.139803,234.872905,151.448984,17.306000,-10.566005,-0.620555,6.212260
0.020000,252.480852,234.848969,151.790873,17.094434,-10.578308,-0.615170,6.213968
0.020000,252.817716,234.825899,152.128525,16.882618,-10.590774,-0.623319,6.215645
0.020000,253.150385,234.803671,152.461937,16.670571,-10.602379,-0.580247,6.217289
0.020000,253.478854,234.782261,152.791102,16.458275,-10.614806,-0.621315,6.218901
0.020000,253.803114,234.761645,153.116017,16.245751,-10.626187,-0.569053,6.220483
0.020000,254.123159,234.741800,153.436677,16.032992,-10.637966,-0.588954,6.222033
0.020000,254.438983,234.722704,153.753077,15.819997,-10.649711,-0.587244,6.223554
0.020000,254.750577,234.704335,154.065212,15.606780,-10.660891,-0.559037,6.225044
0.020000,255.057937,234.686670,154.373079,15.393337,-10.672114,-0.561144,6.226504
0.020000,255.361055,234.669688,154.676673,15.179669,-10.683423,-0.565448,6.227936
0.020000,255.659925,234.653369,154.975988,14.965784,-10.694217,-0.539712,6.229338
0.020000,255.954542,234.637692,155.271022,14.751687,-10.704862,-0.532228,6.230712
0.020000,256.244900,234.622638,155.561769,14.537370,-10.715838,-0.548825,6.232057
0.020000,256.530992,234.608187,155.848226,14.322850,-10.726019,-0.509044,6.233375
0.020000,256.812813,234.594321,156.130389,14.108115,-10.736777,-0.537863,6.234665
0.020000,257.090358,234.581019,156.408252,13.893182,-10.746613,-0.491816,6.235928
0.020000,257.363622,234.568265,156.681813,13.678047,-10.756764,-0.507560,6.237164
0.020000,257.632598,234.556041,156.951068,13.462713,-10.766717,-0.497662,6.238374
0.020000,257.897283,234.544330,157.216011,13.247183,-10.776469,-0.487572,6.239557
0.020000,258.157671,234.533113,157.476641,13.031463,-10.786015,-0.477306,6.240715
0.020000,258.413757,234.522376,157.732952,12.815556,-10.795352,-0.466879,6.241847
0.020000,258.665537,234.512102,157.984941,12.599462,-10.804685,-0.466610,6.242954
0.020000,258.913005,234.502275,158.232605,12.383182,-10.814015,-0.466492,6.244036
0.020000,259.156158,234.492879,158.475939,12.166731,-10.822556,-0.427096,6.245093
0.020000,259.394992,234.483901,158.714941,11.950097,-10.831675,-0.455936,6.246126
0.020000,259.629501,234.475325,158.949607,11.733292,-10.840283,-0.430392,6.247135
0.020000,259.859682,234.467136,159.179933,11.516320,-10.848601,-0.415897,6.248120
0.020000,260.085530,234.459323,159.405917,11.299180,-10.856990,-0.419436,6.249082
0.020000,260.307042,234.451869,159.627554,11.081876,-10.865167,-0.408868,6.250020
0.020000,260.524214,234.444764,159.844843,10.864414,-10.873131,-0.398197,6.250935
0.020000,260.737043,234.437993,160.057779,10.646796,-10.880880,-0.387433,6.251828
0.020000,260.945523,234.431544,160.266359,10.429018,-10.888892,-0.400624,6.252698
0.020000,261.149653,234.425406,160.470581,10.211096,-10.896105,-0.360646,6.253546
0.020000,261.349428,234.419565,160.670441,9.993026,-10.903517,-0.370621,6.254372
0.020000,261.544845,234.414012,160.865938,9.774813,-10.910631,-0.355702,6.255177
0.020000,261.735902,234.408734,161.057067,9.556453,-10.918023,-0.369553,6.255960
0.020000,261.922594,234.403721,161.243826,9.337962,-10.924531,-0.325423,6.256721
0.020000,262.104918,234.398963,161.426213,9.119336,-10.931328,-0.339868,6.257462
0.020000,262.282872,234.394449,161.604224,8.900577,-10.937910,-0.329101,6.258182
0.020000,262.456454,234.390168,161.777858,8.681692,-10.944276,-0.318277,6.258881
0.020000,262.625659,234.386113,161.947112,8.462683,-10.950424,-0.307402,6.259560
0.020000,262.790485,234.382272,162.111983,8.243547,-10.956812,-0.319385,6.260219
0.020000,262.950934,234.378638,162.272473,8.024511,-10.951798,0.250678,6.260858
0.020000,263.107038,234.375200,162.428615,7.807087,-10.871215,4.029152,6.261477
0.020000,263.258854,234.371950,162.580466,7.592574,-10.725654,7.278078,6.262077
0.020000,263.406442,234.368877,162.728086,7.380977,-10.579827,7.291312,6.262658
0.020000,263.549859,234.365973,162.871532,7.172310,-10.433387,7.322011,6.263221
0.020000,263.689163,234.363229,163.010863,6.966568,-10.287063,7.316186,6.263765
0.020000,263.824414,234.360638,163.146138,6.763759,-10.140456,7.330352,6.264293
0.020000,263.955668,234.358192,163.277416,6.563888,-9.993575,7.344086,6.264803
0.020000,264.082987,234.355882,163.404755,6.366959,-9.846427,7.357391,6.265296
0.020000,264.206427,234.353703,163.528215,6.172979,-9.699021,7.370269,6.265772
0.020000,264.326048,234.351648,163.647854,5.981944,-9.551731,7.364537,6.266233
0.020000,264.441909,234.349709,163.763731,5.793864,-9.403985,7.387289,6.266678
0.020000,264.554069,234.347881,163.875906,5.608749,-9.255779,7.410300,6.267107
0.020000,264.662588,234.346159,163.984438,5.426587,-9.108108,7.383556,6.267521
0.020000,264.767523,234.344536,164.089386,5.247395,-8.959580,7.426382,6.267921
0.020000,264.868935,234.343007,164.190809,5.071175,-8.811020,7.427998,6.268306
0.020000,264.966883,234.341568,164.288768,4.897924,-8.662531,7.424464,6.268677
0.020000,265.061426,234.340213,164.383321,4.727644,-8.513985,7.427305,6.269034
0.020000,265.152624,234.338938,164.474528,4.560349,-8.364763,7.461066,6.269378
0.020000,265.240537,234.337739,164.562448,4.396035,-8.215683,7.454044,6.269709
0.020000,265.325223,234.336611,164.647142,4.234704,-8.066557,7.456267,6.270027
0.020000,265.406743,234.335551,164.728670,4.076359,-7.917263,7.464708,6.270332
0.020000,265.485157,234.334554,164.807090,3.921008,-7.767541,7.486110,6.270626
0.020000,265.560524,234.333618,164.882463,3.768653,-7.617787,7.487690,6.270907
0.020000,265.632905,234.332739,164.954848,3.619284,-7.468421,7.468281,6.271177
0.020000,265.702358,234.331914,165.024307,3.472919,-7.318253,7.508426,6.271435
0.020000,265.768945,234.331140,165.090898,3.329553,-7.168308,7.497223,6.271682
0.020000,265.832725,234.330414,165.154682,3.189190,-7.018158,7.507546,6.271918
0.020000,265.893757,234.329733,165.215718,3.051826,-6.868176,7.499072,6.272144
0.020000,265.952103,234.329095,165.274068,2.917477,-6.717461,7.535730,6.272360
0.020000,266.007823,234.328498,165.329790,2.786133,-6.567198,7.513155,6.272566
0.020000,266.060976,234.327938,165.382946,2.657792,-6.417034,7.508227,6.272761
0.020000,266.111622,234.327415,165.433596,2.532471,-6.266071,7.548164,6.272948
0.020000,266.159823,234.326926,165.481799,2.410162,-6.115431,7.531989,6.273125
0.020000,266.205638,234.326469,165.527616,2.290868,-5.964692,7.536945,6.273293
0.020000,266.249128,234.326042,165.571108,2.174591,-5.813859,7.541632,6.273453
0.020000,266.290353,234.325644,165.612335,2.061333,-5.662938,7.546058,6.273604
0.020000,266.329373,234.325273,165.651357,1.951094,-5.511934,7.550228,6.273746
0.020000,266.366249,234.324927,165.688234,1.843874,-5.360974,7.547963,6.273881
0.020000,266.401041,234.324606,165.723028,1.739673,-5.210051,7.546179,6.274008
0.020000,266.433809,234.324307,165.755798,1.638502,-5.058562,7.574446,6.274128
0.020000,266.464615,234.324030,165.786605,1.540357,-4.907269,7.564619,6.274240
0.020000,266.493519,234.323773,165.815509,1.445228,-4.756435,7.541716,6.274345
0.020000,266.520580,234.323535,165.842572,1.353131,-4.604827,7.580390,6.274444
0.020000,266.545861,234.323315,165.867853,1.264065,-4.453328,7.574961,6.274536
0.020000,266.569420,234.323112,165.891414,1.178016,-4.302425,7.545155,6.274622
0.020000,266.591319,234.322926,165.913314,1.095010,-4.150336,7.604436,6.274701
0.020000,266.611619,234.322754,165.933614,1.015019,-3.999512,7.541222,6.274775
0.020000,266.630380,234.322597,165.952376,0.938070,-3.847468,7.602167,6.274843
0.020000,266.647662,234.322453,165.969659,0.864147,-3.696139,7.566463,6.274906
0.020000,266.663527,234.322322,165.985524,0.793253,-3.544731,7.570393,6.274963
0.020000,266.678034,234.322204,166.000032,0.725398,-3.392723,7.600395,6.275016
0.020000,266.691245,234.322096,166.013243,0.660570,-3.241395,7.566404,6.275064
0.020000,266.703220,234.321999,166.025218,0.598773,-3.089868,7.576344,6.275107
0.020000,266.714020,234.321912,166.036019,0.540015,-2.937878,7.599513,6.275146
0.020000,266.723706,234.321834,166.045705,0.484291,-2.786230,7.582432,6.275181
0.020000,266.732337,234.321765,166.054337,0.431599,-2.634604,7.581289,6.275213
0.020000,266.739976,234.321704,166.061975,0.381935,-2.483171,7.571627,6.275240
0.020000,266.746682,234.321651,166.068681,0.335313,-2.331114,7.602882,6.275265
0.020000,266.752516,234.321605,166.074516,0.291725,-2.179391,7.586155,6.275286
0.020000,266.757539,234.321565,166.079539,0.251172,-2.027653,7.586853,6.275304
0.020000,266.761812,234.321532,166.083813,0.213654,-1.875904,7.587457,6.275319
0.020000,266.765396,234.321504,166.087396,0.179171,-1.724145,7.587974,6.275332
0.020000,266.768350,234.321480,166.090350,0.147724,-1.572377,7.588412,6.275343
0.020000,266.770736,234.321462,166.092737,0.119312,-1.420601,7.588775,6.275352
0.020000,266.772615,234.321447,166.094615,0.093935,-1.268820,7.589072,6.275358
0.020000,266.774047,234.321436,166.096047,0.071595,-1.117033,7.589310,6.275364
0.020000,266.775093,234.321428,166.097093,0.052290,-0.965244,7.589494,6.275367
0.020000,266.775813,234.321422,166.097813,0.036021,-0.813451,7.589632,6.275370
0.020000,266.776269,234.321418,166.098269,0.022787,-0.661656,7.589730,6.275372
0.020000,266.776520,234.321417,166.098521,0.012590,-0.509860,7.589795,6.275372
0.020000,266.776629,234.321416,166.098630,0.005429,-0.358064,7.589835,6.275373
0.020000,266.776655,234.321415,166.098656,0.001304,-0.206267,7.589855,6.275373
0.020000,266.776655,234.321415,166.098656,0.000000,-0.065184,7.054132,6.275373
